token,symbol,name
714,SHALBY-EQ,SHALBY
5385,AAVAS-EQ,AAVAS
3646,VARDMNPOLY-EQ,VARDMNPOLY
13592,HOVS-EQ,HOVS
383,BEL-EQ,BEL
2606,LEMONTREE-EQ,LEMONTREE
6216,CAMLINFINE-EQ,CAMLINFINE
17256,ALBERTDAVD-EQ,ALBERTDAVD
15384,DHANI-EQ,DHANI
2268,MOTOGENFIN-EQ,MOTOGENFIN
6051,CYBERTECH-EQ,CYBERTECH
14750,MEGH-EQ,MEGH
781,DALMIASUG-EQ,DALMIASUG
14019,TIDEWATER-EQ,TIDEWATER
14927,SRIPIPES-EQ,SRIPIPES
1168,GMBREW-EQ,GMBREW
2979,ORTINLAB-EQ,ORTINLAB
31181,MCX-EQ,MCX
2868,HITECH-EQ,HITECH
2589,PATSPINLTD-EQ,PATSPINLTD
4587,RAMCOIND-EQ,RAMCOIND
20080,EROSMEDIA-EQ,EROSMEDIA
7446,BKMINDST-EQ,BKMINDST
11287,UPL-EQ,UPL
15342,SHALPAINTS-EQ,SHALPAINTS
2816,RALLIS-EQ,RALLIS
25392,PANAMAPET-EQ,PANAMAPET
20950,RKDL-EQ,RKDL
530,BPL-EQ,BPL
9168,UTISXN50-EQ,UTISXN50
19447,CAPTRUST-EQ,CAPTRUST
11630,NTPC-EQ,NTPC
11373,BIOCON-EQ,BIOCON
25584,TRITURBINE-EQ,TRITURBINE
13620,ANANTRAJ-EQ,ANANTRAJ
17438,OIL-EQ,OIL
20196,BEDMUTHA-EQ,BEDMUTHA
19578,UGARSUGAR-EQ,UGARSUGAR
25023,GAYAPROJ-EQ,GAYAPROJ
154,APCOTEXIND-EQ,APCOTEXIND
13457,KAMDHENU-EQ,KAMDHENU
14440,NAHARSPING-EQ,NAHARSPING
6445,TECHNOE-EQ,TECHNOE
22243,EBBETF0425-EQ,EBBETF0425
1267,GUJALKALI-EQ,GUJALKALI
6368,SICAL-EQ,SICAL
19036,PODDARMENT-EQ,PODDARMENT
3745,WATERBASE-EQ,WATERBASE
4116,HBSL-EQ,HBSL
919,EIHOTEL-EQ,EIHOTEL
5748,CYIENT-EQ,CYIENT
312,TIINDIA-EQ,TIINDIA
19265,BLISSGVS-EQ,BLISSGVS
1338,SDBL-EQ,SDBL
3339,SUNDARMFIN-EQ,SUNDARMFIN
21314,DYNPRO-EQ,DYNPRO
1023,FEDERALBNK-EQ,FEDERALBNK
14511,BANSWRAS-EQ,BANSWRAS
1639,TATASTLLP-EQ,TATASTLLP
16639,KIRIINDUS-EQ,KIRIINDUS
13066,BRFL-EQ,BRFL
1289,GFLLIMITED-EQ,GFLLIMITED
3703,VIPIND-EQ,VIPIND
11618,ASTRAMICRO-EQ,ASTRAMICRO
21501,SIS-EQ,SIS
24403,ASHIANA-EQ,ASHIANA
29430,ANKITMETAL-EQ,ANKITMETAL
937,ELGIEQUIP-EQ,ELGIEQUIP
11581,GULFPETRO-EQ,GULFPETRO
357,NAM-INDIA-EQ,NAM-INDIA
17702,ICICIMCAP-EQ,ICICIMCAP
14657,INSECTICID-EQ,INSECTICID
17397,PREMEXPLN-EQ,PREMEXPLN
18208,ORIENTLTD-EQ,ORIENTLTD
595,CARBORUNIV-EQ,CARBORUNIV
2303,HAL-EQ,HAL
3384,SWARAJENG-EQ,SWARAJENG
722,SBIETFPB-EQ,SBIETFPB
4160,NORBTEAEXP-EQ,NORBTEAEXP
20830,MOIL-EQ,MOIL
20188,WABAG-EQ,WABAG
1593,MGEL-EQ,MGEL
18866,MAZDA-EQ,MAZDA
21113,BFINVEST-EQ,BFINVEST
21508,COCHINSHIP-EQ,COCHINSHIP
16725,RPGLIFE-EQ,RPGLIFE
14058,SANGHVIMOV-EQ,SANGHVIMOV
14771,TARMAT-EQ,TARMAT
11483,LT-EQ,LT
8546,CHALET-EQ,CHALET
1627,LINDEINDIA-EQ,LINDEINDIA
21383,PALASHSECU-EQ,PALASHSECU
3715,VLSFINANCE-EQ,VLSFINANCE
3563,ADANIGREEN-EQ,ADANIGREEN
3676,VESUVIUS-EQ,VESUVIUS
16395,MMP-EQ,MMP
1403,HINDOILEXP-EQ,HINDOILEXP
11293,UNIENTER-EQ,UNIENTER
10604,BHARTIARTL-EQ,BHARTIARTL
12018,SUZLON-EQ,SUZLON
3423,TATAMETALI-EQ,TATAMETALI
13688,GATI-EQ,GATI
193,ARVIND-EQ,ARVIND
19084,NETFIT-EQ,NETFIT
15271,CORDSCABLE-EQ,CORDSCABLE
866,DHARSUGAR-EQ,DHARSUGAR
10114,GBGLOBAL-EQ,GBGLOBAL
1330,HDFC-EQ,HDFC
20182,ASHOKA-EQ,ASHOKA
17971,SBICARD-EQ,SBICARD
10666,PNB-EQ,PNB
13671,MADHUCON-EQ,MADHUCON
724,TATACOFFEE-EQ,TATACOFFEE
4007,CORALFINAC-EQ,CORALFINAC
18581,KIRLOSBROS-EQ,KIRLOSBROS
21362,SALASAR-EQ,SALASAR
17700,NETFLTGILT-EQ,NETFLTGILT
17477,CONTROLPR-EQ,CONTROLPR
29850,GSCLCEMENT-EQ,GSCLCEMENT
25718,POLYMED-EQ,POLYMED
27037,TBZ-EQ,TBZ
17527,MAHASTEEL-EQ,MAHASTEEL
760,CGPOWER-EQ,CGPOWER
10580,TCI-EQ,TCI
3375,SURYAROSNI-EQ,SURYAROSNI
21427,THEINVEST-EQ,THEINVEST
9253,NILAINFRA-EQ,NILAINFRA
17181,MANXT50-EQ,MANXT50
13501,ALLCARGO-EQ,ALLCARGO
2951,S&SPOWER-EQ,S&SPOWER
1465,ACCURACY-EQ,ACCURACY
15419,DPSCLTD-EQ,DPSCLTD
19366,AHLWEST-EQ,AHLWEST
15409,NESCO-EQ,NESCO
2294,MTNL-EQ,MTNL
15389,GAMMNINFRA-EQ,GAMMNINFRA
17939,HINDCOPPER-EQ,HINDCOPPER
10297,PPL-EQ,PPL
15039,CERA-EQ,CERA
10453,SATIN-EQ,SATIN
11496,AMBICAAGAR-EQ,AMBICAAGAR
15199,MANAKSIA-EQ,MANAKSIA
1633,IPCALAB-EQ,IPCALAB
2882,RELCAPITAL-EQ,RELCAPITAL
13750,FLUOROCHEM-EQ,FLUOROCHEM
3493,TINPLATE-EQ,TINPLATE
17263,ARMANFIN-EQ,ARMANFIN
206,ASHIMASYN-EQ,ASHIMASYN
2496,ORIENTPPR-EQ,ORIENTPPR
6286,GULPOLY-EQ,GULPOLY
371,BATAINDIA-EQ,BATAINDIA
17722,DEN-EQ,DEN
13106,NAHARINDUS-EQ,NAHARINDUS
17376,EXCEL-EQ,EXCEL
6994,BSOFT-EQ,BSOFT
11782,EVEREADY-EQ,EVEREADY
1994,LIBERTSHOE-EQ,LIBERTSHOE
11511,CENTEXT-EQ,CENTEXT
4809,KCPSUGIND-EQ,KCPSUGIND
20223,CLEDUCATE-EQ,CLEDUCATE
2709,MTARTECH-EQ,MTARTECH
11872,GRANULES-EQ,GRANULES
22602,PFS-EQ,PFS
874,ASTRON-EQ,ASTRON
2972,ORIENTELEC-EQ,ORIENTELEC
4172,TCNSBRANDS-EQ,TCNSBRANDS
29284,VMART-EQ,VMART
9685,TRIDENT-EQ,TRIDENT
17641,SUNTECK-EQ,SUNTECK
11309,BALAXI-EQ,BALAXI
9847,NETFNV20-EQ,NETFNV20
2385,NAVNETEDUL-EQ,NAVNETEDUL
11655,JBMA-EQ,JBMA
6429,RSSOFTWARE-EQ,RSSOFTWARE
1726,JBCHEPHARM-EQ,JBCHEPHARM
20072,INFRABEES-EQ,INFRABEES
11369,TTKHLTCARE-EQ,TTKHLTCARE
14672,NAVINFLUOR-EQ,NAVINFLUOR
18921,VBL-EQ,VBL
2048,INDIGOPNTS-EQ,INDIGOPNTS
10457,ARVSMART-EQ,ARVSMART
1672,HGINFRA-EQ,HGINFRA
19731,GPPL-EQ,GPPL
11445,PILANIINVS-EQ,PILANIINVS
21254,ICICILOVOL-EQ,ICICILOVOL
350,BANARISUG-EQ,BANARISUG
11821,WELCORP-EQ,WELCORP
15399,EIHAHOTELS-EQ,EIHAHOTELS
3405,TATACHEM-EQ,TATACHEM
9668,HIKAL-EQ,HIKAL
13430,KELLTONTEC-EQ,KELLTONTEC
1038,FINCABLES-EQ,FINCABLES
10634,ASAL-EQ,ASAL
11027,INFOBEAN-EQ,INFOBEAN
17388,ADANIPOWER-EQ,ADANIPOWER
11452,CCL-EQ,CCL
19271,DFMFOODS-EQ,DFMFOODS
20224,CEBBCO-EQ,CEBBCO
19289,M50-EQ,M50
4060,ALPSINDUS-EQ,ALPSINDUS
18029,MBLINFRA-EQ,MBLINFRA
10579,MARKSANS-EQ,MARKSANS
308,BAJAJHIND-EQ,BAJAJHIND
10726,INDIAMART-EQ,INDIAMART
21091,STARCEMENT-EQ,STARCEMENT
4522,SIGIND-EQ,SIGIND
18931,SUNDARAM-EQ,SUNDARAM
11427,NDTV-EQ,NDTV
199,MASFIN-EQ,MASFIN
3518,TORNTPHARM-EQ,TORNTPHARM
12686,MBAPL-EQ,MBAPL
3607,UNIVCABLES-EQ,UNIVCABLES
6848,GREENLAM-EQ,GREENLAM
4481,AARTIDRUGS-EQ,AARTIDRUGS
4041,JAYAGROGN-EQ,JAYAGROGN
772,DABUR-EQ,DABUR
16915,WABCOINDIA-EQ,WABCOINDIA
2431,RAILTEL-EQ,RAILTEL
5475,GRSE-EQ,GRSE
3757,VENKEYS-EQ,VENKEYS
3220,LODHA-EQ,LODHA
14299,PFC-EQ,PFC
3772,WILLAMAGOR-EQ,WILLAMAGOR
10099,GODREJCP-EQ,GODREJCP
809,BSHSL-EQ,BSHSL
14523,ICRA-EQ,ICRA
15061,KOTAKPSUBK-EQ,KOTAKPSUBK
3484,TIL-EQ,TIL
17002,FELDVR-EQ,FELDVR
8424,VIPULLTD-EQ,VIPULLTD
21840,DIAMONDYD-EQ,DIAMONDYD
29553,ICICINIFTY-EQ,ICICINIFTY
10791,NUCLEUS-EQ,NUCLEUS
13409,GPIL-EQ,GPIL
25690,DSSL-EQ,DSSL
4751,INDRAMEDCO-EQ,INDRAMEDCO
694,CIPLA-EQ,CIPLA
19211,HMVL-EQ,HMVL
4953,ADROITINFO-EQ,ADROITINFO
14618,CHEMBOND-EQ,CHEMBOND
12052,JUMPNET-EQ,JUMPNET
9260,ARROWGREEN-EQ,ARROWGREEN
15214,DVL-EQ,DVL
22428,MAXIND-EQ,MAXIND
25,ADANIENT-EQ,ADANIENT
4201,SOMATEX-EQ,SOMATEX
380,BBTC-EQ,BBTC
4204,MOTHERSUMI-EQ,MOTHERSUMI
17651,POKARNA-EQ,POKARNA
7420,MANAKALUCO-EQ,MANAKALUCO
13081,TRIVENI-EQ,TRIVENI
9683,KPITTECH-EQ,KPITTECH
3987,GREENPLY-EQ,GREENPLY
13844,MMFL-EQ,MMFL
1100,GARFIBRES-EQ,GARFIBRES
19913,DMART-EQ,DMART
24292,VSTTILLERS-EQ,VSTTILLERS
8050,MAHLIFE-EQ,MAHLIFE
1235,GREAVESCOT-EQ,GREAVESCOT
3456,TATAMOTORS-EQ,TATAMOTORS
17475,ICICINV20-EQ,ICICINV20
48,HAPPSTMNDS-EQ,HAPPSTMNDS
1485,IFBIND-EQ,IFBIND
17999,UNITEDTEA-EQ,UNITEDTEA
10755,APTECHT-EQ,APTECHT
881,DRREDDY-EQ,DRREDDY
13414,RSYSTEMS-EQ,RSYSTEMS
3150,SIEMENS-EQ,SIEMENS
7838,NETF-EQ,NETF
14761,NELCAST-EQ,NELCAST
9889,SMARTLINK-EQ,SMARTLINK
21676,HINDMOTORS-EQ,HINDMOTORS
3267,SREINFRA-EQ,SREINFRA
14403,RAJTV-EQ,RAJTV
17364,VINATIORGA-EQ,VINATIORGA
16719,ALMONDZ-EQ,ALMONDZ
8075,DALBHARAT-EQ,DALBHARAT
1164,NEWGEN-EQ,NEWGEN
19205,TMRVL-EQ,TMRVL
1076,ZENSARTECH-EQ,ZENSARTECH
16827,KOKUYOCMLN-EQ,KOKUYOCMLN
14068,SAGCEM-EQ,SAGCEM
3103,SHREECEM-EQ,SHREECEM
27067,VSSL-EQ,VSSL
4747,INDNIPPON-EQ,INDNIPPON
14111,NETWORK18-EQ,NETWORK18
11699,PATELENG-EQ,PATELENG
3001,ICICI500-EQ,ICICI500
18863,VERTOZ-EQ,VERTOZ
24409,DHANUKA-EQ,DHANUKA
263,ATUL-EQ,ATUL
31234,SCHNEIDER-EQ,SCHNEIDER
19410,ROSSARI-EQ,ROSSARI
4717,GAIL-EQ,GAIL
1614,FAIRCHEMOR-EQ,FAIRCHEMOR
11072,AGRITECH-EQ,AGRITECH
15032,PSUBNKBEES-EQ,PSUBNKBEES
22347,MACPOWER-EQ,MACPOWER
9539,SAKAR-EQ,SAKAR
13076,SORILINFRA-EQ,SORILINFRA
14582,SRHHYPOLTD-EQ,SRHHYPOLTD
17851,DLINKINDIA-EQ,DLINKINDIA
7508,ZENTEC-EQ,ZENTEC
14766,V2RETAIL-EQ,V2RETAIL
436,IFGLEXPOR-EQ,IFGLEXPOR
1412,HSIL-EQ,HSIL
2106,MANGLMCEM-EQ,MANGLMCEM
3321,SPMLINFRA-EQ,SPMLINFRA
21770,ICICIGI-EQ,ICICIGI
13072,IIFLSEC-EQ,IIFLSEC
24532,FILATEX-EQ,FILATEX
13720,JHS-EQ,JHS
19943,DEEPAKNTR-EQ,DEEPAKNTR
1997,LICHSGFIN-EQ,LICHSGFIN
17839,GILLANDERS-EQ,GILLANDERS
13776,GESHIP-EQ,GESHIP
3857,VARROC-EQ,VARROC
3186,SKFINDIA-EQ,SKFINDIA
2610,PEARLPOLY-EQ,PEARLPOLY
3694,VINDHYATEL-EQ,VINDHYATEL
1315,GALAXYSURF-EQ,GALAXYSURF
14662,MCDHOLDING-EQ,MCDHOLDING
14319,TFL-EQ,TFL
4040,EIMCOELECO-EQ,EIMCOELECO
1044,AXISBNKETF-EQ,AXISBNKETF
2142,MFSL-EQ,MFSL
277,GICRE-EQ,GICRE
4907,ENGINERSIN-EQ,ENGINERSIN
480,BIRLACORPN-EQ,BIRLACORPN
1250,CASTROLIND-EQ,CASTROLIND
637,CHAMBLFERT-EQ,CHAMBLFERT
16683,DIGISPICE-EQ,DIGISPICE
817,DCW-EQ,DCW
11037,ICICIBANKN-EQ,ICICIBANKN
13826,SOBHA-EQ,SOBHA
3693,GAYAHWS-EQ,GAYAHWS
17333,MHRIL-EQ,MHRIL
3432,TATACONSUM-EQ,TATACONSUM
1389,SUPREMEENG-EQ,SUPREMEENG
203,ASHAPURMIN-EQ,ASHAPURMIN
10516,FEL-EQ,FEL
15254,CEATLTD-EQ,CEATLTD
10932,RADAAN-EQ,RADAAN
8479,TVSMOTOR-EQ,TVSMOTOR
5701,CUB-EQ,CUB
13710,FIEMIND-EQ,FIEMIND
18652,ICICIPRULI-EQ,ICICIPRULI
20906,A2ZINFRA-EQ,A2ZINFRA
381,SINTERCOM-EQ,SINTERCOM
1949,KSB-EQ,KSB
144,GODREJAGRO-EQ,GODREJAGRO
3088,INDOSTAR-EQ,INDOSTAR
17603,MAHEPC-EQ,MAHEPC
3099,SHREDIGCEM-EQ,SHREDIGCEM
14096,SIYSIL-EQ,SIYSIL
1153,GLAXO-EQ,GLAXO
13880,BANCOINDIA-EQ,BANCOINDIA
15239,BIRLAMONEY-EQ,BIRLAMONEY
13885,ARIHANT-EQ,ARIHANT
16933,INDBANK-EQ,INDBANK
3509,TNPETRO-EQ,TNPETRO
6733,JINDALSTEL-EQ,JINDALSTEL
404,BERGEPAINT-EQ,BERGEPAINT
19761,ADFFOODS-EQ,ADFFOODS
7529,LCCINFOTEC-EQ,LCCINFOTEC
25017,BODALCHEM-EQ,BODALCHEM
10922,OMAXAUTO-EQ,OMAXAUTO
9678,SOUTHWEST-EQ,SOUTHWEST
13611,IRCTC-EQ,IRCTC
11841,KENNAMET-EQ,KENNAMET
17875,GODREJPROP-EQ,GODREJPROP
8124,AJANTPHARM-EQ,AJANTPHARM
14339,GANESHHOUC-EQ,GANESHHOUC
11905,GENUSPOWER-EQ,GENUSPOWER
14793,MEGASOFT-EQ,MEGASOFT
7463,MANAKSTEEL-EQ,MANAKSTEEL
18371,NDGL-EQ,NDGL
6302,APOLSINHOT-EQ,APOLSINHOT
1808,KAJARIACER-EQ,KAJARIACER
8585,NLCINDIA-EQ,NLCINDIA
22360,MCL-EQ,MCL
9921,ALANKIT-EQ,ALANKIT
6227,DTIL-EQ,DTIL
9436,AXISCADES-EQ,AXISCADES
31107,DBSTOCKBRO-EQ,DBSTOCKBRO
19937,KILITCH-EQ,KILITCH
2289,HLEGLAS-EQ,HLEGLAS
13976,TANLA-EQ,TANLA
15283,KNRCON-EQ,KNRCON
11735,GDL-EQ,GDL
2056,HOMEFIRST-EQ,HOMEFIRST
13702,VISHWARAJ-EQ,VISHWARAJ
13870,KUANTUM-EQ,KUANTUM
467,HDFCLIFE-EQ,HDFCLIFE
11909,SWELECTES-EQ,SWELECTES
1937,KREBSBIO-EQ,KREBSBIO
3481,THOMASCOOK-EQ,THOMASCOOK
20071,INTENTECH-EQ,INTENTECH
19599,PRAKASHSTL-EQ,PRAKASHSTL
3010,AXISTECETF-EQ,AXISTECETF
11256,JAIBALAJI-EQ,JAIBALAJI
17468,MAXVIL-EQ,MAXVIL
14917,TAKE-EQ,TAKE
11386,ICICIBANKP-EQ,ICICIBANKP
17130,PARAGMILK-EQ,PARAGMILK
5948,SOUTHBANK-EQ,SOUTHBANK
15161,HITECHCORP-EQ,HITECHCORP
17742,BAFNAPH-EQ,BAFNAPH
18479,ISFT-EQ,ISFT
811,DCMSHRIRAM-EQ,DCMSHRIRAM
13086,AIAENG-EQ,AIAENG
5378,ASAHIINDIA-EQ,ASAHIINDIA
1375,HCC-EQ,HCC
2614,HERANBA-EQ,HERANBA
7929,CADILAHC-EQ,CADILAHC
3348,SUNFLAG-EQ,SUNFLAG
18292,IVZINGOLD-EQ,IVZINGOLD
11999,FCSSOFT-EQ,FCSSOFT
270,CHEMCON-EQ,CHEMCON
13473,GTNTEX-EQ,GTNTEX
10285,AYMSYNTEX-EQ,AYMSYNTEX
20413,IOLCP-EQ,IOLCP
13337,GALLANTT-EQ,GALLANTT
10310,MAJESCO-EQ,MAJESCO
30108,ABFRL-EQ,ABFRL
21462,SPTL-EQ,SPTL
9819,HAVELLS-EQ,HAVELLS
20140,GALLISPAT-EQ,GALLISPAT
11239,NSIL-EQ,NSIL
20329,CGCL-EQ,CGCL
24391,EBIXFOREX-EQ,EBIXFOREX
12489,SWSOLAR-EQ,SWSOLAR
2283,MRPL-EQ,MRPL
148,ANSALAPI-EQ,ANSALAPI
9059,NIFTYEES-EQ,NIFTYEES
13925,NFL-EQ,NFL
2277,MRF-EQ,MRF
11155,CREATIVE-EQ,CREATIVE
21733,RHFL-EQ,RHFL
20063,SASTASUNDR-EQ,SASTASUNDR
14745,ADVANIHOTR-EQ,ADVANIHOTR
347,BANARBEADS-EQ,BANARBEADS
22440,UTIBANKETF-EQ,UTIBANKETF
21119,KICL-EQ,KICL
17032,THYROCARE-EQ,THYROCARE
2866,RCF-EQ,RCF
13491,JKLAKSHMI-EQ,JKLAKSHMI
166,ANDHRAPAP-EQ,ANDHRAPAP
1547,RKEC-EQ,RKEC
4487,ALKYLAMINE-EQ,ALKYLAMINE
3634,UTTAMSTL-EQ,UTTAMSTL
2397,SANDHAR-EQ,SANDHAR
526,BPCL-EQ,BPCL
3022,NETFSDL26-EQ,NETFSDL26
11491,APARINDS-EQ,APARINDS
8477,XELPMOC-EQ,XELPMOC
2168,RAJMET-EQ,RAJMET
21339,STEELXIND-EQ,STEELXIND
18977,UNIVASTU-EQ,UNIVASTU
25340,VASWANI-EQ,VASWANI
425,KHADIM-EQ,KHADIM
1628,BECTORFOOD-EQ,BECTORFOOD
625,CENTURYTEX-EQ,CENTURYTEX
13572,MANUGRAPH-EQ,MANUGRAPH
15204,ARIES-EQ,ARIES
40,AEGISCHEM-EQ,AEGISCHEM
25328,APLLTD-EQ,APLLTD
13290,BLKASHYAP-EQ,BLKASHYAP
24924,ELGIRUBCO-EQ,ELGIRUBCO
1139,GICHSGFIN-EQ,GICHSGFIN
1200,MAESGETF-EQ,MAESGETF
1838,KARURVYSYA-EQ,KARURVYSYA
13920,PLASTIBLEN-EQ,PLASTIBLEN
13305,CENTURYPLY-EQ,CENTURYPLY
13587,ACE-EQ,ACE
3327,SUDARSCHEM-EQ,SUDARSCHEM
16675,BAJAJFINSV-EQ,BAJAJFINSV
25780,APLAPOLLO-EQ,APLAPOLLO
9641,KHANDSE-EQ,KHANDSE
17945,SUVENPHAR-EQ,SUVENPHAR
2493,ORIENTHOT-EQ,ORIENTHOT
17520,RTNPOWER-EQ,RTNPOWER
7229,HCLTECH-EQ,HCLTECH
14304,FSL-EQ,FSL
2439,NKIND-EQ,NKIND
8591,AKSHOPTFBR-EQ,AKSHOPTFBR
447,TATASTLBSL-EQ,TATASTLBSL
2406,NEULANDLAB-EQ,NEULANDLAB
2859,RAYMOND-EQ,RAYMOND
17279,BLS-EQ,BLS
4550,SKIL-EQ,SKIL
5938,MONTECARLO-EQ,MONTECARLO
4749,CONCOR-EQ,CONCOR
16253,EBBETF0430-EQ,EBBETF0430
14208,TV18BRDCST-EQ,TV18BRDCST
2939,RUBYMILLS-EQ,RUBYMILLS
14346,ORIENTALTL-EQ,ORIENTALTL
1720,JAYSREETEA-EQ,JAYSREETEA
17963,NESTLEIND-EQ,NESTLEIND
1901,CUMMINSIND-EQ,CUMMINSIND
3063,VEDL-EQ,VEDL
21623,APEX-EQ,APEX
805,DCM-EQ,DCM
16845,LGBFORGE-EQ,LGBFORGE
14702,NAGREEKEXP-EQ,NAGREEKEXP
9931,VIKASMCORP-EQ,VIKASMCORP
11364,VAIBHAVGBL-EQ,VAIBHAVGBL
11794,SAKSOFT-EQ,SAKSOFT
13332,SOLARINDS-EQ,SOLARINDS
11377,MAHABANK-EQ,MAHABANK
2412,PEL-EQ,PEL
25724,RUPA-EQ,RUPA
10346,DGCONTENT-EQ,DGCONTENT
1205,GOODYEAR-EQ,GOODYEAR
4745,BANKINDIA-EQ,BANKINDIA
10440,LUPIN-EQ,LUPIN
18457,POWERINDIA-EQ,POWERINDIA
10406,STEELCITY-EQ,STEELCITY
2513,BCLIND-EQ,BCLIND
14435,JKTYRE-EQ,JKTYRE
18822,ENDURANCE-EQ,ENDURANCE
31468,LYPSAGEMS-EQ,LYPSAGEMS
14607,TGBHOTELS-EQ,TGBHOTELS
1859,KESORAMIND-EQ,KESORAMIND
11457,KOTAKNV20-EQ,KOTAKNV20
16751,RANEENGINE-EQ,RANEENGINE
1011,SCHAEFFLER-EQ,SCHAEFFLER
1143,NCPSESDL24-EQ,NCPSESDL24
2088,MAHSEAMLES-EQ,MAHSEAMLES
2598,AMJLAND-EQ,AMJLAND
11441,LICNETFSEN-EQ,LICNETFSEN
30550,NTL-EQ,NTL
5264,PDSMFL-EQ,PDSMFL
11723,JSWSTEEL-EQ,JSWSTEEL
20616,SUPERHOUSE-EQ,SUPERHOUSE
14255,REDINGTON-EQ,REDINGTON
4986,IRCON-EQ,IRCON
19585,BSE-EQ,BSE
20425,NACLIND-EQ,NACLIND
11435,SPANDANA-EQ,SPANDANA
16807,LOTUSEYE-EQ,LOTUSEYE
21740,CHOLAHLDNG-EQ,CHOLAHLDNG
13890,HIRECT-EQ,HIRECT
19401,BOROLTD-EQ,BOROLTD
338,BALMLAWRIE-EQ,BALMLAWRIE
2049,CHENNPETRO-EQ,CHENNPETRO
24385,KARMAENG-EQ,KARMAENG
1624,IOC-EQ,IOC
31837,SREEL-EQ,SREEL
13386,ROHITFERRO-EQ,ROHITFERRO
14612,SIMBHALS-EQ,SIMBHALS
1442,SANOFI-EQ,SANOFI
14398,AMDIND-EQ,AMDIND
